,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
166250,2018-05-10,FA0165168,SINFUL TREATS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,40008 W 10TH ST # C,PALMDALE,93551,91,A
86754,2017-05-04,FA0064166,JACKSON'S BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6800 S WESTERN AVE,LOS ANGELES,90047,94,A
183401,2018-07-25,FA0170078,EAST WEST FISH MARKFET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5950 NORMANDIE AVE,LOS ANGELES,90044,90,A
142739,2018-02-01,FA0072450,THE ROOM,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,1325 SANTA MONICA BLVD,SANTA MONICA,90403,93,A
182165,2018-07-19,FA0072791,TOPPINGS YOGURT,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,349 S ROBERTSON BLVD,BEVERLY HILLS,90211,95,A
180305,2018-07-12,FA0049180,SQIRL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,720 N VIRGIL AVE # 04,LOS ANGELES,90029,94,A
172439,2018-06-07,FA0020421,EL 7 MARES/PESCADERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6321 E WHITTIER BLVD,LOS ANGELES,90022,96,A
185780,2018-08-02,FA0156711,WABA  GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12940 FOOTHILL BLVD,SAN FERNANDO,91342,91,A
163806,2018-05-02,FA0025469,MOM'S BBQ,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1050 W IMPERIAL HWY,LOS ANGELES,90044,97,A
187195,2018-08-08,FA0250006,THE MIGHTY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,108 W 2ND ST,LOS ANGELES,90012,92,A
179473,2018-07-10,FA0142163,TELEDYNE CONTROLS CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,501 CONTINENTAL BLVD,EL SEGUNDO,90245-5036,91,A
182347,2018-07-20,FA0258857,PHO ORCHID,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1257 E VALLEY BLVD,ALHAMBRA,91801-5235,92,A
178117,2018-07-02,FA0060261,CORA'S COFFEE SHOPPE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1802 OCEAN AVE,SANTA MONICA,90401,92,A
178135,2018-07-02,FA0226110,HONG KONG EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,23403 AVALON BLVD,CARSON,90745,92,A
132895,2017-12-13,FA0037139,THE DONUT HOUSE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2294 FIRESTONE BLVD,LOS ANGELES,90002,93,A
185102,2018-08-01,FA0222502,EL RINCONCITO CENTRO AMERICANO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8205 WOODMAN AVE STE 107,PANORAMA CITY,91402-5434,97,A
185542,2018-08-02,FA0024916,GITANA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,260 E MAGNOLIA BLVD,BURBANK,91502,97,A
161283,2018-04-23,FA0037180,THE GOURMET PIZZERIA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,404 S FIGUEROA ST STE #419,LOS ANGELES,90071,90,A
194967,2018-09-12,FA0020208,KO HYANG TOFU HOUSE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,140 W VALLEY BLVD STE 210,SAN GABRIEL,91776,98,A
170422,2018-05-30,FA0020327,KRAZEE GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,20765 S AVALON BLVD,CARSON,90746,94,A
163206,2018-05-01,FA0248235,GRATITUDE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,419 N CANON DR,BEVERLY HILLS,90210,96,A
191651,2018-08-28,FA0071163,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9724 WOODMAN AVE,PACOIMA,91331,96,A
197294,2018-09-20,FA0178305,COSTA BRAVA MEXICAN SEAFOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8535 WASHINGTON BLVD UNIT J,PICO RIVERA,90660,95,A
191577,2018-08-28,FA0175508,PIZZA MOON,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2619 S WESTERN AVE,LOS ANGELES,90018,94,A
167747,2018-05-16,FA0054325,VISTA THEATRE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4473 W SUNSET BLVD,LOS ANGELES,90027,96,A
188929,2018-08-15,FA0255876,VEGI WOKERY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11329 183RD ST,CERRITOS,90703,82,B
131767,2017-12-09,FA0034927,SUBWAY SANDWICHES 13941,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1657 E 103RD ST,LOS ANGELES,90002,98,A
113764,2017-09-14,FA0015927,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,300 S LA CIENEGA BLVD,LOS ANGELES,90048,90,A
160270,2018-04-18,FA0050189,TACO BELL EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17299 PACIFIC COAST HWY,PACIFIC PALISADES,90272,97,A
184942,2018-07-31,FA0071872,TAPIOCA EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,228 W VALLEY BLVD STE 105,ALHAMBRA,91801,94,A
176674,2018-06-25,FA0248595,R&G'S FOOD BASKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14407 PIONEER BLVD,NORWALK,90650,91,A
171290,2018-06-04,FA0021552,LASY DAISY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9010 WILSHIRE BLVD,BEVERLY HILLS,90211,90,A
164156,2018-05-03,FA0016014,GUS JR BURGER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4001 S SAN PEDRO ST,LOS ANGELES,90011,91,A
160096,2018-04-18,FA0023756,FRANK DINING HALL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,260 E BONITA AVE,CLAREMONT,91711,96,A
192558,2018-08-30,FA0167794,WHICHWICH SUPERIOR SANDWICHES,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,3584 FIGUEROA ST # 2,LOS ANGELES,90007,96,A
149137,2018-03-01,FA0005323,VIVA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,6350 W HOLLYWOOD BLVD,LOS ANGELES,90028,92,A
195099,2018-09-12,FA0046306,RESTAURANTE PLAYA DE ACAPULC,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10828 S ATLANTIC AVE,LYNWOOD,90262,96,A
162568,2018-04-27,FA0172175,DABANG DESIGN CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3501 W PICO BLVD,LOS ANGELES,90019-4534,94,A
191956,2018-08-29,FA0065037,LA BLANQUITA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11863 E VALLEY BLVD,EL MONTE,91732,90,A
174013,2018-06-13,FA0067565,NEXT DOOR LOUNGE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1154 N HIGHLAND AVE,LOS ANGELES,90038,90,A
52309,2016-11-23,FA0022017,ERIKA'S PALACE,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,763 S KERN AVE,LOS ANGELES,90022,90,A
192731,2018-09-04,FA0057198,ALBERTOS MEXICAN FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,905 N AZUSA AVE,COVINA,91722,91,A
163620,2018-05-02,FA0138223,CULICHI TOWN - BELL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,6638 ATLANTIC BLVD,BELL,90201,94,A
167258,2018-05-15,FA0053581,UTRO'S AT THE WHARF,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,73 BERTH PORTS O CALL,SAN PEDRO,90731,90,A
185198,2018-08-01,FA0143479,LUPITA'S BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1848 W FLORENCE AVE,LOS ANGELES,90047-2123,96,A
179258,2018-07-10,FA0179097,KAGURA EL SEGUNDO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,403 MAIN ST,EL SEGUNDO,90245-3003,90,A
169572,2018-05-24,FA0072171,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,12050 VENTURA BLVD STE #C104,STUDIO CITY,91604,95,A
171999,2018-06-06,FA0024983,GARDENA CINEMA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,14948 S CRENSHAW BLVD,GARDENA,90249,80,B
196860,2018-09-19,FA0259296,ENSENADA KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4412 W VICTORY BLVD,BURBANK,91504,97,A
128000,2017-11-20,FA0251882,BAMBOO DESSERTS AND DRINKS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,8255 WOODMAN AVE,PANORAMA CITY,91402-5426,92,A
169441,2018-05-24,FA0036661,MAGGIE'S PUB,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,11900 E TELEGRAPH RD,SANTA FE SPRINGS,90670,97,A
181380,2018-07-18,FA0138389,A CUT ABOVE BUTCHER SHOP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2453 SANTA MONICA BLVD,SANTA MONICA,90404,96,A
185438,2018-08-02,FA0058331,BIANCHI THEATRES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7770 E ROSECRANS AVE,PARAMOUNT,90723,96,A
193383,2018-09-05,FA0047498,SAMOSA HOUSE EAST,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10700 WASHINGTON BLVD,CULVER CITY,90232,94,A
176506,2018-06-25,FA0007938,CASA INDIA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,348 S BROADWAY,LOS ANGELES,90013,90,A
179465,2018-07-10,FA0050638,TAQUERIA  EL SARAPE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2522 1/2 E 1ST ST,LOS ANGELES,90033,98,A
147221,2018-02-21,FA0159492,WILSHIRE COFFEE SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3959 WILSHIRE BLVD # A 21,LOS ANGELES,90010,94,A
199584,2018-09-27,FA0040581,MIDORI SUSHI RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,17047 1/2 VENTURA BLVD,ENCINO,91316,97,A
162461,2018-04-26,FA0238808,TEMAKITTO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,28126 NEWHALL RANCH RD,SANTA CLARITA,91355,90,A
178897,2018-07-09,FA0010939,DELICE BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8583 W PICO BLVD,LOS ANGELES,90035,91,A
195425,2018-09-13,FA0064527,JUAN'S ROTISSERIE CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12318 S VALLEY VIEW AVE,WHITTIER,90604,97,A
197590,2018-09-20,FA0050416,SURF FOOD STAND,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4119 THE STRAND,MANHATTAN BEACH,90266,75,C
193574,2018-09-06,FA0179886,DELICIOUS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3087 W PICO BLVD # 8,LOS ANGELES,90006,99,A
189836,2018-08-21,FA0009137,CIAO CRISTINA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4201 W OLIVE AVE,BURBANK,91505,94,A
186076,2018-08-06,FA0034650,LA METAPANECA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,14302 VAN NESS AVE,GARDENA,90249,96,A
174502,2018-06-14,FA0225868,TONY'S BARBECUE & BIBINGKINITAN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1555 E AMAR RD # A,WEST COVINA,91792,93,A
176736,2018-06-25,FA0052284,TOP VALUE MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10819 HAWTHORNE BLVD,INGLEWOOD,90304,92,A
